TF	target
FOXP2	CTNNBIP1
POU4F1	CTNNBIP1
MEF2C	CTNNBIP1
ZNF384	CTNNBIP1
Stat6	CTNNBIP1
SP1	CTNNBIP1
SP3	CTNNBIP1
KLF16	CTNNBIP1
Nkx2-5(var	CTNNBIP1
MZF1(var	CTNNBIP1
HOXA10	CTNNBIP1
RORB	CTNNBIP1
Hoxa11	CTNNBIP1
Foxo1	CTNNBIP1
RREB1	CTNNBIP1
PBX3	CTNNBIP1
NRL	CTNNBIP1
Dux	CTNNBIP1
HLTF	CTNNBIP1
JUND(var	CTNNBIP1
KLF5	CTNNBIP1
RORC	CTNNBIP1
Hoxd9	CTNNBIP1
LIN54	CTNNBIP1
PLAG1	CTNNBIP1
Gfi1b	CTNNBIP1
Hic1	CTNNBIP1
SPIC	CTNNBIP1
SPI1	CTNNBIP1
FOSL2	CTNNBIP1
Pparg	CTNNBIP1
SOX10	CTNNBIP1
LEF1	CTNNBIP1
ZNF263	CTNNBIP1
Rarb	CTNNBIP1
SCRT2	CTNNBIP1
FOS	CTNNBIP1
Arid5a	CTNNBIP1
SNAI2	CTNNBIP1
PBX2	CTNNBIP1
NFYA	CTNNBIP1
ZNF282	CTNNBIP1
POU4F3	CTNNBIP1
CDX1	CTNNBIP1
TCF7L2	CTNNBIP1
HESX1	CTNNBIP1
Tcf7	CTNNBIP1
Nr1h3	CTNNBIP1
ZBTB18	UBE4B
TWIST1	UBE4B
FOXC2	UBE4B
TBX21	UBE4B
FOXO6	UBE4B
FOXI1	UBE4B
FOXL1	UBE4B
FOXO4	UBE4B
FOXD2	UBE4B
FOXP3	UBE4B
E2F6	UBE4B
FOXA1	UBE4B
BCL6B	UBE4B
FOXD1	UBE4B
Foxj2	UBE4B
FOXG1	UBE4B
FOXO3	UBE4B
ID4	UBE4B
TCF3	UBE4B
FIGLA	UBE4B
TCF4	UBE4B
HES7	UBE4B
HES5	UBE4B
FOXP1	UBE4B
ZNF384	UBE4B
PKNOX1	UBE4B
PKNOX2	UBE4B
TGIF1	UBE4B
TBR1	UBE4B
FOXK1	UBE4B
SMAD2	UBE4B
Foxa2	UBE4B
RARA	UBE4B
FOXK2	UBE4B
RBPJ	UBE4B
FOXB1	UBE4B
FOXC1	UBE4B
PLAG1	UBE4B
Zfx	UBE4B
TBX5	UBE4B
MGA	UBE4B
TBX4	UBE4B
TBX1	UBE4B
TBX15	UBE4B
NFAT5	UBE4B
Rarg(var	UBE4B
ZNF263	UBE4B
Foxj3	UBE4B
SNAI2	UBE4B
Foxq1	UBE4B
Nr1h3	UBE4B
ZNF24	KIF1B
FOSL1	KIF1B
FOSL2	KIF1B
IRF1	KIF1B
JUNB	KIF1B
MAX	KIF1B
Arid3a	KIF1B
SOX8	KIF1B
ZNF384	KIF1B
SOX4	KIF1B
Foxd3	KIF1B
JUN	KIF1B
BATF	KIF1B
Gfi1b	KIF1B
Rarg(var	KIF1B
GATA1	KIF1B
DUXA	KIF1B
Sox11	KIF1B
IRF7	KIF1B
E2F2	KIF1B
Hmx3	KIF1B
STAT3	PGD
STAT1	PGD
Stat4	PGD
Rfx1	PGD
NFIC	PGD
GLIS3	PGD
TEAD3	PGD
Hand1	PGD
IRF1	PGD
IRF9	PGD
Gfi1	PGD
NFIA	PGD
Myod1	PGD
Hoxc9	PGD
IRF8	PGD
IRF7	PGD
RXRA	PGD
SMAD2	PGD
RELA	PGD
Sox3	PGD
SOX10	PGD
IRF2	PGD
VDR	PGD
SOX21	PGD
DUX4	PGD
HOXA13	PGD
TEAD2	PGD
POU3F3	TARDBP
Foxd3	TARDBP
SPIC	TARDBP
SPI1	TARDBP
Esrra	SRM
TP63	SRM
POU5F1B	SRM
Pou2f3	SRM
PPARA	SRM
RXRB	SRM
Rxra	SRM
RXRG	SRM
Nr2f6	SRM
SREBF2	SRM
SREBF1	SRM
ZNF143	SRM
NR1H4	SRM
NKX3-2	SRM
POU5F1	SRM
ESRRB	SRM
NR2F2	SRM
SOX4	SRM
Pou5f1	SRM
POU2F2	SRM
POU2F1	SRM
Esrrg	SRM
NR4A1	SRM
Nr5a2	SRM
RORA	SRM
Sox11	SRM
NR1A4	SRM
IRF7	SRM
NR2C2	SRM
Rhox11	SRM
YY1	SRM
TCF7L2	SRM
NR1H2	SRM
RXRB	EXOSC10
ZNF354C	EXOSC10
Nr2f6(var	EXOSC10
FOSL1	MTOR
FOS	MTOR
JUND	MTOR
NFE2	MTOR
FOSB	MTOR
FOSL2	MTOR
JUN	MTOR
ONECUT3	MTOR
MEF2A	MTOR
MEF2D	MTOR
MEF2B	MTOR
HNF1A	MTOR
HOXB13	MTOR
IRF1	MTOR
JUNB	MTOR
ID4	MTOR
TCF3	MTOR
TCF4	MTOR
Arid3a	MTOR
Srebf1(var	MTOR
DMRT3	MTOR
SOX8	MTOR
TBP	MTOR
MEF2C	MTOR
Hoxc9	MTOR
JUN(var	MTOR
ZNF384	MTOR
Nfe2l2	MTOR
MAF	MTOR
Ahr	MTOR
HNF1B	MTOR
Foxd3	MTOR
BACH2	MTOR
BATF	MTOR
FOXC1	MTOR
Bach1	MTOR
JDP2	MTOR
E2F7	MTOR
SNAI2	MTOR
PROP1	MTOR
E2F2	MTOR
Hoxa9	MTOR
IRF3	CLCN6
IRF1	CLCN6
SOX9	CLCN6
ZNF384	CLCN6
NEUROD1	CLCN6
Gfi1b	CLCN6
SPIC	CLCN6
SOX15	CLCN6
Pparg	CLCN6
FOSL2	CLCN6
SOX13	CLCN6
ZNF263	CLCN6
STAT1	CLCN6
EWSR1-FLI1	CLCN6
E2F2	CLCN6
PPARA	CLCN6
KLF4	CLCN6
E2F6	CLCN6
RORA(var	CLCN6
HNF4G	CLCN6
ASCL1	CLCN6
ZEB1	CLCN6
Arid3a	CLCN6
SOX8	CLCN6
EBF1	CLCN6
ZSCAN4	CLCN6
ESR2	CLCN6
MZF1	CLCN6
RORB	CLCN6
CREB3	CLCN6
CREB3L1	CLCN6
Creb3l2	CLCN6
ETV6	CLCN6
HLTF	CLCN6
Ddit3	CLCN6
RORC	CLCN6
RORA	CLCN6
XBP1	CLCN6
Smad4	CLCN6
HMBOX1	CLCN6
Rarg(var	CLCN6
Zfx	CLCN6
NR2C2	CLCN6
Nr2f6	CLCN6
Nr1h3	CLCN6
NR1H2	CLCN6
ID4	CLCN6
TCF3	CLCN6
Ascl2	CLCN6
TCF4	CLCN6
Myod1	CLCN6
GATA2	CLCN6
Gata1	CLCN6
Nr2f6(var	CLCN6
GATA3	CLCN6
GATA5	CLCN6
Rarg	CLCN6
RARA	CLCN6
Rarb	CLCN6
GATA6	CLCN6
ZNF410	CLCN6
Gata4	CLCN6
SNAI2	CLCN6
Mecom	CLCN6
PRDM1	RNU5E-1
GRHL1	RNU5E-1
SCRT2	RNU5E-1
TFCP2	RNU5E-1
GRHL2	RNU5E-1
KLF4	PLOD1
Klf1	PLOD1
KLF9	PLOD1
ZSCAN4	PLOD1
RXRA	PLOD1
RBPJ	PLOD1
TFAP2A(var	PLOD1
MAFG	PLOD1
ZNF24	MFN2
MYC	MFN2
MYCN	MFN2
USF2	MFN2
KLF4	MFN2
E2F6	MFN2
KLF9	MFN2
BCL6B	MFN2
Arntl	MFN2
ZNF740	MFN2
Arnt	MFN2
POU3F2	MFN2
ZNF354C	MFN2
E2F8	MFN2
Srebf1(var	MFN2
TFEC	MFN2
MNT	MFN2
SREBF2(var	MFN2
MAX	MFN2
BHLHE40	MFN2
TFEB	MFN2
Hes1	MFN2
HEY1	MFN2
Atf1	MFN2
TFE3	MFN2
POU5F1	MFN2
ELF5	MFN2
SP1	MFN2
TBR1	MFN2
Sox2	MFN2
MZF1	MFN2
PBX3	MFN2
Creb3l2	MFN2
MXI1	MFN2
Sox3	MFN2
NR4A1	MFN2
Hic1	MFN2
Id2	MFN2
MTF1	MFN2
MGA	MFN2
TBX4	MFN2
TBX1	MFN2
TBX15	MFN2
SOX10	MFN2
EOMES	MFN2
USF1	MFN2
NR2C2	MFN2
ZNF282	MFN2
ZNF24	MIIP
FOXC2	MIIP
MEF2A	MIIP
MEF2D	MIIP
MEF2B	MIIP
CEBPA	MIIP
Pitx1	MIIP
OTX1	MIIP
OTX2	MIIP
Crx	MIIP
IRF3	MIIP
Hoxd8	MIIP
ONECUT3	MIIP
FOXF2	MIIP
ONECUT2	MIIP
FOXA1	MIIP
GSC2	MIIP
GSC	MIIP
HNF1A	MIIP
IRF1	MIIP
CEBPD	MIIP
CEBPE	MIIP
CEBPG	MIIP
CEBPB	MIIP
POU4F1	MIIP
MEF2C	MIIP
POU4F2	MIIP
POU4F3	MIIP
ZNF384	MIIP
SOX4	MIIP
Nfe2l2	MIIP
MAF	MIIP
PBX3	MIIP
Foxa2	MIIP
Ddit3	MIIP
BARX1	MIIP
Foxd3	MIIP
BACH2	MIIP
FOXB1	MIIP
FOXC1	MIIP
PROP1	MIIP
MTF1	MIIP
MEIS2	MIIP
MEIS3	MIIP
Dmbx1	MIIP
PITX3	MIIP
GATA6	MIIP
Bach1	MIIP
Foxj3	MIIP
SOX21	MIIP
STAT1	MIIP
IRF7	MIIP
Mecom	MIIP
EWSR1-FLI1	MIIP
HOXC13	MIIP
ELF4	TNFRSF8
EHF	TNFRSF8
ELF1	TNFRSF8
Gabpa	TNFRSF8
ELF5	TNFRSF8
ETV6	TNFRSF8
ELK4	TNFRSF8
ZBTB7A	TNFRSF8
ELF3	TNFRSF8
VDR	TNFRSF8
STAT3	MIR7846
THAP1	TNFRSF1B
TFAP2C(var	MIR7846
TFAP2B(var	MIR7846
TFAP2A(var	MIR7846
VDR	TNFRSF1B
SPI1	TNFRSF1B
SREBF2	EFHD2
PBX3	EFHD2
PBX2	EFHD2
Spz1	CASP9
MEF2A	CASP9
MEF2D	CASP9
MEF2B	CASP9
NFKB1	CASP9
NFKB2	CASP9
ID4	CASP9
TCF3	CASP9
FIGLA	CASP9
TCF4	CASP9
MEF2C	CASP9
SCRT1	CASP9
SNAI2	CASP9
ZNF384	DNAJC16
SOX4	DNAJC16
Pou5f1	DNAJC16
MZF1	DNAJC16
YY1	DNAJC16
Six3	DDI2
FOXC2	DDI2
Esrra	DDI2
SP2	DDI2
Spz1	DDI2
MEF2A	DDI2
MEF2D	DDI2
MEF2B	DDI2
NFKB1	DDI2
NFKB2	DDI2
IRF1	DDI2
SREBF2	DDI2
SP8	DDI2
KLF14	DDI2
Nr2f6(var	DDI2
MEF2C	DDI2
ESRRB	DDI2
NR2F2	DDI2
ZNF384	DDI2
Foxd3	DDI2
SP1	DDI2
Rarg	DDI2
RARA	DDI2
Esrrg	DDI2
NR4A1	DDI2
Nr5a2	DDI2
Sox3	DDI2
SOX15	DDI2
RORA	DDI2
PLAG1	DDI2
Zfx	DDI2
FOSL2	DDI2
ZNF263	DDI2
Rarb	DDI2
NR2F1	DDI2
VDR	DDI2
IRF7	DDI2
Tcf7	DDI2
NR4A2	DDI2
SP2	SPEN
ELF4	SPEN
EHF	SPEN
ESR1	SPEN
IRF1	SPEN
SREBF1	SPEN
ELF5	SPEN
ZNF384	SPEN
SP1	SPEN
ZBTB7A	SPEN
SP4	SPEN
NFAT5	SPEN
ZNF263	SPEN
ELF3	SPEN
Six3	FBXO42
Spz1	FBXO42
NFIX	FBXO42
NFKB1	FBXO42
NFKB2	FBXO42
Hand1	SZRD1
HIC2	FBXO42
Arid3a	SZRD1
HSF4	SZRD1
HSF1	SZRD1
HSF2	SZRD1
NFIA	FBXO42
Nr2f6(var	FBXO42
ZNF384	FBXO42
Rarg	FBXO42
RARA	FBXO42
Smad4	SZRD1
Zfx	FBXO42
Rarb	FBXO42
NR2F1	FBXO42
Mecom	SZRD1
YY1	FBXO42
Spz1	CROCCP3
NFKB1	CROCCP3
NFKB2	CROCCP3
Nr2f6(var	CROCCP3
Rarg	CROCCP3
CREB1	CROCCP3
JUND(var	CROCCP3
JUN	CROCCP3
Zfx	CROCCP3
Rarb	CROCCP3
NR2F1	CROCCP3
YY1	CROCCP3
MYC	RNU1-1
E2F6	RNU1-1
INSM1	RNU1-1
Tcf12	RNU1-1
Myog	RNU1-1
ZBTB7C	RNU1-1
MAX	RNU1-1
SIX2	RNU1-1
SP8	RNU1-1
ESR2	RNU1-1
Pparg	RNU1-1
ZNF263	RNU1-1
NHLH1	RNU1-1
TFAP4	RNU1-1
ZNF282	RNU1-1
EWSR1-FLI1	RNU1-1
IRF3	NBPF1
MAFF	NBPF1
MAFG	NBPF1
HIC2	NBPF1
IRF1	NBPF1
Nfe2l2	NBPF1
MAF	NBPF1
Dux	NBPF1
BACH2	NBPF1
SPIC	NBPF1
ZNF263	NBPF1
JDP2	NBPF1
IRF2	NBPF1
STAT1	NBPF1
IRF7	NBPF1
EWSR1-FLI1	NBPF1
DUX4	NBPF1
NFE2	NBPF1
Six3	NBPF1
STAT3	NBPF1
Stat4	NBPF1
IRF9	NBPF1
TBX19	NBPF1
DMRT3	NBPF1
Stat5a	NBPF1
T	NBPF1
IRF8	NBPF1
Sox2	NBPF1
Sox6	NBPF1
Sox3	NBPF1
SOX15	NBPF1
Sox17	NBPF1
Pparg	NBPF1
SOX13	NBPF1
SOX10	NBPF1
LEF1	NBPF1
Twist2	NBPF1
TCF7L2	NBPF1
Bhlha15	NBPF1
ZBTB18	MST1P2
ZNF24	MST1P2
FOXC2	MST1P2
KLF4	MST1P2
Hoxd8	MST1P2
Arid3b	MST1P2
Klf1	MST1P2
ONECUT3	MST1P2
ONECUT2	MST1P2
Klf12	MST1P2
KLF9	MST1P2
FOXA1	MST1P2
NFIX	MST1P2
NFKB1	MST1P2
HNF1A	MST1P2
ID4	MST1P2
TCF3	MST1P2
FIGLA	MST1P2
TCF4	MST1P2
CTCFL	MST1P2
ZNF354C	MST1P2
MEF2D	MST1P2
NFIA	MST1P2
Srebf1(var	MST1P2
SREBF2(var	MST1P2
SP8	MST1P2
T	MST1P2
Nr2f6(var	MST1P2
POU4F1	MST1P2
POU4F2	MST1P2
POU4F3	MST1P2
SREBF1	MST1P2
ZSCAN4	MST1P2
SP3	MST1P2
Rarg	MST1P2
Ahr	MST1P2
NRL	MST1P2
SMAD2	MST1P2
Foxa2	MST1P2
RARA	MST1P2
KLF5	MST1P2
Foxd3	MST1P2
FOXB1	MST1P2
FOXC1	MST1P2
PROP1	MST1P2
PLAG1	MST1P2
Zfx	MST1P2
TBX5	MST1P2
FOSL2	MST1P2
Rarg(var	MST1P2
Rarb	MST1P2
NR2F1	MST1P2
Foxj3	MST1P2
VDR	MST1P2
CTCF	MST1P2
SNAI2	MST1P2
USF1	MST1P2
Mafb	MST1P2
Nr1h3	MST1P2
PROX1	MST1P2
Spz1	MST1P2
NFKB2	MST1P2
CREB1	MST1P2
SP2	RNU1-3
Klf1	RNU1-3
Klf12	RNU1-3
Rfx1	RNU1-3
MEF2A	RNU1-3
MEF2D	RNU1-3
MEF2B	RNU1-3
ZBTB7C	RNU1-3
GLI2	RNU1-3
Arid3a	RNU1-3
SP8	RNU1-3
MEF2C	RNU1-3
ZNF384	RNU1-3
SP1	RNU1-3
SP3	RNU1-3
KLF5	RNU1-3
Crx	RNU1-3
NFIC	RNU1-3
NFIX	RNU1-3
PRDM1	RNU1-3
OLIG1	RNU1-3
Neurog1	RNU1-3
POU4F2	RNU1-3
POU4F3	RNU1-3
ESRRB	RNU1-3
HOXA10	RNU1-3
CREB1	RNU1-3
HLTF	RNU1-3
JUND(var	RNU1-3
HOXD13	RNU1-3
BHLHE23	RNU1-3
RARA	RNU1-3
Esrrg	RNU1-3
JUN	RNU1-3
PROP1	RNU1-3
THAP1	ESPNP
Pou5f1	ESPNP
Nr5a2	ESPNP
NR1A4	ESPNP
MAFG	ESPNP
Rfx1	ESPNP
EBF1	ESPNP
Nfe2l2	ESPNP
MAF	ESPNP
MZF1	ESPNP
MTF1	ESPNP
Bach1	ESPNP
RELB	ESPNP
Znf423	ESPNP
NFIC	CROCC
ZEB1	CROCC
MAFK	CROCC
IRF1	CROCC
ID4	CROCC
TCF3	CROCC
TCF4	CROCC
IRF9	CROCC
SREBF2	CROCC
SREBF1	CROCC
SOX9	CROCC
SP1	CROCC
RREB1	CROCC
Ahr	CROCC
SCRT1	CROCC
SOX15	CROCC
SOX13	CROCC
KLF13	CROCC
IRF2	CROCC
SNAI2	CROCC
NR2C2	CROCC
NR4A2	CROCC
ZBTB18	RNU1-4
TWIST1	RNU1-4
CEBPA	RNU1-4
IRF3	RNU1-4
NFIC	RNU1-4
IRF1	RNU1-4
IRF9	RNU1-4
CLOCK	RNU1-4
MYF6	RNU1-4
FOXP1	RNU1-4
TP73	RNU1-4
FOXP2	RNU1-4
FOXK2	RNU1-4
ZNF384	RNU1-4
IRF8	RNU1-4
FOXD2	RNU1-4
Foxo1	RNU1-4
Foxq1	RNU1-4
FOXK1	RNU1-4
Foxj2	RNU1-4
FOXG1	RNU1-4
FOXO3	RNU1-4
Foxd3	RNU1-4
SPIC	RNU1-4
STAT1	RNU1-4
SPI1	RNU1-4
TAL1	RNU1-4
ELF5	RNU1-2
ESRRB	RNU1-2
SMAD2	RNU1-2
Esrrg	RNU1-2
RELA	RNU1-2
REL	RNU1-2
SPI1	RNU1-2
POU5F1B	RNU1-2
POU3F4	RNU1-2
Pou2f3	RNU1-2
POU1F1	RNU1-2
POU3F2	RNU1-2
POU3F1	RNU1-2
POU5F1	RNU1-2
POU4F1	RNU1-2
ESR2	RNU1-2
POU2F2	RNU1-2
POU2F1	RNU1-2
POU3F3	RNU1-2
POU4F3	RNU1-2
MAFG	RNU1-2
Gata1	RNU1-2
LIN54	RNU1-2
Twist2	RNU1-2
POU5F1B	ATP13A2
POU3F4	ATP13A2
Crx	ATP13A2
Pou2f3	ATP13A2
ONECUT3	ATP13A2
IRF7	ATP13A2
MAFF	ATP13A2
MAFG	ATP13A2
POU1F1	ATP13A2
MAFK	ATP13A2
Ar	ATP13A2
NR3C1	ATP13A2
POU3F2	ATP13A2
POU3F1	ATP13A2
Arid3a	ATP13A2
Gfi1	ATP13A2
Phox2b	ATP13A2
PHOX2A	ATP13A2
PROP1	ATP13A2
Nr2f6(var	ATP13A2
POU5F1	ATP13A2
MEF2C	ATP13A2
ZNF384	ATP13A2
Pou5f1	ATP13A2
POU2F1	ATP13A2
POU3F3	ATP13A2
BACH2	ATP13A2
SOX10	ATP13A2
LEF1	ATP13A2
TCF7L1	ATP13A2
Mafb	ATP13A2
IRF4	ATP13A2
ZNF24	SDHB
ETV1	SDHB
ETV4	SDHB
FLI1	SDHB
ETS1	SDHB
ERF	SDHB
ERG	SDHB
FEV	SDHB
FOSL1	SDHB
FOS	SDHB
JUND	SDHB
NFE2	SDHB
FOSB	SDHB
JUN	SDHB
FOSL2	SDHB
SIX1	SDHB
KLF9	SDHB
HNF4G	SDHB
THAP1	SDHB
JUNB	SDHB
PRDM1	SDHB
SREBF2	SDHB
Pax2	SDHB
SIX2	SDHB
Stat5a	SDHB
JUN(var	SDHB
MAF	SDHB
MZF1	SDHB
CREB3	SDHB
Ahr	SDHB
NRL	SDHB
Nr5a2	SDHB
SCRT1	SDHB
Sox3	SDHB
BACH2	SDHB
ETV2	SDHB
XBP1	SDHB
TBX5	SDHB
LEF1	SDHB
ZNF263	SDHB
Bach1	SDHB
JDP2	SDHB
TCF7L2	SDHB
Nr2f6	SDHB
Tcf7	SDHB
EWSR1-FLI1	SDHB
USF2	RCC2
Klf12	RCC2
MITF	RCC2
RORB	RCC2
TFEB	RCC2
NR2F1	RCC2
USF1	RCC2
MAFG	RCC2
Tcf12	ALDH4A1
Myog	ALDH4A1
Myod1	ALDH4A1
T	ALDH4A1
Znf423	ALDH4A1
TFAP4	ALDH4A1
ELF4	ALDH4A1
ELF1	ALDH4A1
E2F6	ALDH4A1
Rfx1	ALDH4A1
ZEB1	ALDH4A1
ID4	ALDH4A1
TCF3	ALDH4A1
FIGLA	ALDH4A1
TCF4	ALDH4A1
Srebf1(var	ALDH4A1
ELF5	ALDH4A1
ZNF384	ALDH4A1
ETV6	ALDH4A1
RARA	ALDH4A1
RARA(var	ALDH4A1
Rarb(var	ALDH4A1
SCRT1	ALDH4A1
ELK4	ALDH4A1
ZBTB7A	ALDH4A1
VDR	ALDH4A1
SNAI2	ALDH4A1
HNF4G	IFFO2
ZSCAN4	IFFO2
NR2F2	IFFO2
RORA	IFFO2
NR4A1	IFFO2
Hnf4a	IFFO2
ZNF263	IFFO2
PPARG	IFFO2
NR2F1	IFFO2
NR4A2	IFFO2
TEAD2	IFFO2
POU5F1B	UBR4
POU3F4	UBR4
Pou2f3	UBR4
Hand1	UBR4
POU3F2	UBR4
POU3F1	UBR4
ZNF354C	UBR4
NFATC2	UBR4
EGR2	UBR4
MZF1	UBR4
RREB1	UBR4
SMAD2	UBR4
POU2F1	UBR4
Smad4	UBR4
Gfi1b	EMC1-AS1
EGR3	UBR4
DUX4	EMC1-AS1
HSF2	UBR4
Esrra	PQLC2
RXRB	PQLC2
Rxra	PQLC2
RXRG	PQLC2
Klf1	AKR7A2
KLF9	AKR7A2
HNF4G	PQLC2
NR2C2	PQLC2
ZNF354C	AKR7A2
ZNF143	AKR7A2
RFX4	AKR7A2
ESRRB	PQLC2
PBX3	AKR7A2
NR2F2	AKR7A2
Esrrg	PQLC2
Foxd3	AKR7A2
Nr5a2	PQLC2
NR2F1	PQLC2
CTCF	AKR7A2
NR1H2	PQLC2
STAT3	CAPZB
SIX1	CAPZB
EHF	CAPZB
BCL6B	CAPZB
Nkx3-1	CAPZB
NKX3-2	CAPZB
IRF1	CAPZB
PRDM1	CAPZB
SIX2	CAPZB
ELF5	CAPZB
Nfe2l2	CAPZB
MAF	CAPZB
Foxd3	CAPZB
HOXC10	CAPZB
SPIC	CAPZB
SPI1	CAPZB
ELF3	CAPZB
IRF2	CAPZB
Arid5a	CAPZB
STAT1	CAPZB
IRF7	CAPZB
HOXC13	CAPZB
POU5F1B	CAPZB
POU3F4	CAPZB
MSX2	CAPZB
MSX1	CAPZB
ISL2	CAPZB
Dlx2	CAPZB
BARX1	CAPZB
EN1	CAPZB
PDX1	CAPZB
Msx3	CAPZB
MEF2A	CAPZB
MEF2D	CAPZB
MEF2B	CAPZB
Hoxd3	CAPZB
CDX2	CAPZB
Nobox	CAPZB
MEF2C	CAPZB
Hoxc9	CAPZB
SP1	CAPZB
MZF1	CAPZB
POU2F1	CAPZB
RELA	CAPZB
FOXB1	CAPZB
FOXC1	CAPZB
Barhl1	CAPZB
MNX1	CAPZB
GBX2	CAPZB
YY1	CAPZB
RELB	CAPZB
Nr5a2	MINOS1
PPARA	OTUD3
ESR1	OTUD3
E2F6	OTUD3
RARA	OTUD3
NR2C2	OTUD3
ZBTB18	UBXN10-AS1
Tcf12	UBXN10-AS1
Myog	UBXN10-AS1
IRF1	UBXN10-AS1
Myod1	UBXN10-AS1
MSC	UBXN10-AS1
Ascl2	UBXN10-AS1
FIGLA	UBXN10-AS1
MYF6	UBXN10-AS1
TFAP4	UBXN10-AS1
Tcf21	UBXN10-AS1
STAT1	UBXN10-AS1
TAL1	UBXN10-AS1
ZBTB18	DDOST
TBX21	DDOST
Hoxd8	DDOST
HLF	DDOST
JDP2(var	DDOST
TEF	DDOST
DBP	DDOST
Creb5	DDOST
MEF2A	DDOST
MEF2D	DDOST
Hand1	DDOST
POU1F1	DDOST
HOXB13	DDOST
HOXD13	DDOST
Hoxd9	DDOST
HOXA13	DDOST
IRF1	DDOST
ID4	DDOST
TCF3	DDOST
FIGLA	DDOST
TCF4	DDOST
Arid3a	DDOST
NFIC	DDOST
NEUROG2	DDOST
OLIG2	DDOST
OLIG1	DDOST
BHLHE22	DDOST
NEUROD2	DDOST
Atoh1	DDOST
OLIG3	DDOST
CDX2	DDOST
Nr2f6(var	DDOST
MEF2C	DDOST
Hoxc9	DDOST
FOSB	DDOST
FOSL1	DDOST
ZNF384	DDOST
NFIL3	DDOST
Rarg	DDOST
FOSL2	DDOST
PKNOX1	DDOST
PKNOX2	DDOST
TGIF1	DDOST
Pou5f1	DDOST
HOXA10	DDOST
ATF4	DDOST
TBR1	DDOST
SMAD2	DDOST
JUND(var	DDOST
BHLHE23	DDOST
RARA	DDOST
Lhx3	DDOST
PAX3	DDOST
PAX7	DDOST
TBX5	DDOST
MGA	DDOST
TBX4	DDOST
TBX1	DDOST
TBX15	DDOST
JUN	DDOST
Rarb	DDOST
SMAD3	DDOST
ZNF410	DDOST
STAT1	DDOST
SNAI2	DDOST
Rhox11	DDOST
CDX1	DDOST
Hoxa9	DDOST
ZNF24	KIF17
FOXC2	KIF17
FOXA1	KIF17
SOX9	KIF17
Nfe2l2	KIF17
Nkx2-5(var	KIF17
FOXD2	KIF17
HSF1	KIF17
HSF2	KIF17
SMAD2	KIF17
Foxj2	KIF17
FOXG1	KIF17
Sox6	KIF17
FOXB1	KIF17
FOXC1	KIF17
Smad4	KIF17
SOX13	KIF17
Bach1	KIF17
Foxj3	KIF17
Arid5a	KIF17
Foxq1	KIF17
Hmx2	KIF17
ZNF24	HP1BP3
Pitx1	HP1BP3
OTX1	HP1BP3
OTX2	HP1BP3
RHOXF1	HP1BP3
PBX1	HP1BP3
GSC2	HP1BP3
GSC	HP1BP3
ZNF143	HP1BP3
DMRT3	HP1BP3
ZSCAN4	HP1BP3
ATF4	HP1BP3
MZF1	HP1BP3
Dux	HP1BP3
TFEC	HP1BP3
NR4A1	HP1BP3
Dmbx1	HP1BP3
ZNF263	HP1BP3
PITX3	HP1BP3
DUXA	HP1BP3
NFYA	HP1BP3
EWSR1-FLI1	HP1BP3
Arx	HP1BP3
Hmx3	HP1BP3
FOXC2	EIF4G3
FOS	EIF4G3
FOSB	EIF4G3
JUN	EIF4G3
FOSL2	EIF4G3
FOSL1	EIF4G3
FOXA1	EIF4G3
HNF1A	EIF4G3
POU1F1	EIF4G3
IRF1	EIF4G3
IRF9	EIF4G3
NKX2-8	EIF4G3
SOX4	EIF4G3
Foxa2	EIF4G3
FOXB1	EIF4G3
FOXC1	EIF4G3
LIN54	EIF4G3
Sox11	EIF4G3
SOX21	EIF4G3
JDP2	EIF4G3
Arid5a	EIF4G3
STAT1	EIF4G3
MAFG	EIF4G3
MAFF	LOC100506801
MAFG	LOC100506801
MAFK	LOC100506801
CEBPG	LOC100506801
VDR	LOC100506801
Arid5a	LOC100506801
Mafb	LOC100506801
MYC	LOC100506801
MYCN	LOC100506801
HES5	LOC100506801
USF2	LOC100506801
IRF1	LOC100506801
Arnt	LOC100506801
ID4	LOC100506801
TCF3	LOC100506801
TCF4	LOC100506801
IRF9	LOC100506801
MAX	LOC100506801
USF1	LOC100506801
HES7	LOC100506801
CLOCK	LOC100506801
Npas2	LOC100506801
MLXIPL	LOC100506801
MNT	LOC100506801
HEY2	LOC100506801
TFEB	LOC100506801
Hes1	LOC100506801
HEY1	LOC100506801
BARHL2	LOC100506801
GATA2	LOC100506801
Gata1	LOC100506801
POU5F1	LOC100506801
MEF2C	LOC100506801
ZNF384	LOC100506801
IRF8	LOC100506801
IRF7	LOC100506801
POU2F2	LOC100506801
Creb3l2	LOC100506801
MXI1	LOC100506801
Smad4	LOC100506801
Id2	LOC100506801
Mlxip	LOC100506801
GATA6	LOC100506801
SMAD3	LOC100506801
Gata4	LOC100506801
IRF2	LOC100506801
SNAI2	LOC100506801
Hes2	LOC100506801
IRF4	LOC100506801
HOXA13	LOC100506801
FOXC2	ECE1
NFIX	ECE1
IRF1	ECE1
Gfi1	ECE1
RUNX2	ECE1
MZF1(var	ECE1
MZF1	ECE1
Nr5a2	ECE1
FOXC1	ECE1
Gfi1b	ECE1
ZNF263	ECE1
GATA1	ECE1
Sox11	ECE1
SOX21	ECE1
IRF7	ECE1
RUNX3	ECE1
HES7	ECE1
HES5	ECE1
T	ECE1
